Order_ID,Product,Quantity_Ordered, Price_Each ,Order_Date,Purchase_Address
248286,Wired Headphones,1, $11.99 ,9/19/2017,"806 Lake St, New York City, NY 10001"
248287,Bose SoundSport Headphones,1, $99.99 ,9/19/2026,"375 River St, Portland, OR 97035"
248288,Bose SoundSport Headphones,1, $99.99 ,9/19/2002,"360 4th St, San Francisco, CA 94016"
248289,Wired Headphones,1, $11.99 ,9/19/2011,"566 Main St, Dallas, TX 75001"
248290,AA Batteries (4-pack),1, $3.84 ,9/19/2006,"283 West St, San Francisco, CA 94016"
248291,Apple Airpods Headphones,1, $150.00 ,9/19/2014,"556 Forest St, San Francisco, CA 94016"
248292,Wired Headphones,2, $11.99 ,9/19/2016,"832 West St, San Francisco, CA 94016"
248293,Macbook Pro Laptop,1," $1,700.00 ",9/19/2002,"967 4th St, New York City, NY 10001"
248294,Macbook Pro Laptop,1," $1,700.00 ",9/19/2007,"165 North St, Portland, OR 97035"
248295,Macbook Pro Laptop,1," $1,700.00 ",9/19/2026,"999 North St, San Francisco, CA 94016"
248296,AA Batteries (4-pack),1, $3.84 ,9/19/2017,"342 Hill St, Boston, MA 02215"
248297,AAA Batteries (4-pack),2, $2.99 ,9/19/2008,"358 Willow St, San Francisco, CA 94016"
248298,AA Batteries (4-pack),1, $3.84 ,9/19/2020,"278 North St, Atlanta, GA 30301"
248299,Lightning Charging Cable,1, $14.95 ,9/19/2022,"72 7th St, Portland, OR 97035"
248300,AAA Batteries (4-pack),1, $2.99 ,9/19/2001,"160 7th St, Boston, MA 02215"
248301,AAA Batteries (4-pack),2, $2.99 ,9/19/2005,"465 7th St, New York City, NY 10001"
248302,27in 4K Gaming Monitor,1, $389.99 ,9/19/2008,"787 Hickory St, Boston, MA 02215"
248303,20in Monitor,1, $109.99 ,9/19/2017,"3 Hickory St, Dallas, TX 75001"
248304,AAA Batteries (4-pack),1, $2.99 ,9/19/2021,"445 Walnut St, Atlanta, GA 30301"
248305,Lightning Charging Cable,1, $14.95 ,9/19/2001,"334 14th St, Boston, MA 02215"
248306,USB-C Charging Cable,1, $11.95 ,9/19/2015,"38 2nd St, New York City, NY 10001"
248307,Wired Headphones,1, $11.99 ,9/19/2004,"262 4th St, San Francisco, CA 94016"
248308,27in 4K Gaming Monitor,1, $389.99 ,9/19/2012,"783 Lake St, Los Angeles, CA 90001"
248309,iPhone,1, $700.00 ,9/19/2007,"137 1st St, Seattle, WA 98101"
248310,iPhone,1, $700.00 ,9/19/2005,"201 Spruce St, Austin, TX 73301"
248311,AA Batteries (4-pack),1, $3.84 ,9/19/2021,"532 12th St, Los Angeles, CA 90001"
248312,USB-C Charging Cable,1, $11.95 ,9/19/2014,"613 Madison St, New York City, NY 10001"
248313,Lightning Charging Cable,1, $14.95 ,9/19/2025,"212 Church St, Los Angeles, CA 90001"
248314,Wired Headphones,1, $11.99 ,9/19/2020,"349 12th St, Atlanta, GA 30301"
248315,Wired Headphones,1, $11.99 ,9/19/2013,"157 Madison St, San Francisco, CA 94016"
248316,Lightning Charging Cable,1, $14.95 ,9/19/2015,"479 Park St, San Francisco, CA 94016"
248317,AAA Batteries (4-pack),1, $2.99 ,9/19/2017,"237 Spruce St, Portland, ME 04101"
248318,Google Phone,1, $600.00 ,9/19/2024,"165 Hill St, Austin, TX 73301"
248319,AAA Batteries (4-pack),3, $2.99 ,9/19/2003,"389 4th St, Seattle, WA 98101"
248320,Apple Airpods Headphones,1, $150.00 ,9/19/2010,"343 Lakeview St, Atlanta, GA 30301"
248321,Bose SoundSport Headphones,1, $99.99 ,9/19/2008,"351 Highland St, Seattle, WA 98101"
248322,AA Batteries (4-pack),2, $3.84 ,9/19/2013,"279 Hill St, San Francisco, CA 94016"
248323,Google Phone,1, $600.00 ,9/19/2030,"725 10th St, Portland, OR 97035"
248323,Bose SoundSport Headphones,1, $99.99 ,9/19/2030,"725 10th St, Portland, OR 97035"
248324,20in Monitor,1, $109.99 ,9/19/2012,"728 Hickory St, Dallas, TX 75001"
248325,Lightning Charging Cable,1, $14.95 ,9/19/2014,"859 9th St, San Francisco, CA 94016"
248326,Apple Airpods Headphones,1, $150.00 ,9/19/2018,"283 2nd St, New York City, NY 10001"
248327,34in Ultrawide Monitor,1, $379.99 ,9/19/2014,"52 13th St, San Francisco, CA 94016"
248328,Apple Airpods Headphones,1, $150.00 ,9/19/2026,"191 Willow St, San Francisco, CA 94016"
248329,Vareebadd Phone,1, $400.00 ,9/19/2002,"472 11th St, Austin, TX 73301"
248329,Wired Headphones,1, $11.99 ,9/19/2002,"472 11th St, Austin, TX 73301"
248330,AAA Batteries (4-pack),1, $2.99 ,9/19/2012,"862 Cedar St, Seattle, WA 98101"
248331,iPhone,1, $700.00 ,9/19/2002,"642 2nd St, San Francisco, CA 94016"
248331,Lightning Charging Cable,1, $14.95 ,9/19/2002,"642 2nd St, San Francisco, CA 94016"
248331,Apple Airpods Headphones,1, $150.00 ,9/19/2002,"642 2nd St, San Francisco, CA 94016"
248332,Apple Airpods Headphones,1, $150.00 ,9/19/2008,"57 South St, Seattle, WA 98101"
248333,Flatscreen TV,1, $300.00 ,9/19/2005,"622 Lakeview St, Los Angeles, CA 90001"
248334,Lightning Charging Cable,1, $14.95 ,9/19/2017,"847 Park St, Atlanta, GA 30301"
248335,Apple Airpods Headphones,1, $150.00 ,9/19/2017,"791 South St, New York City, NY 10001"
248336,Apple Airpods Headphones,1, $150.00 ,9/19/2027,"47 Willow St, Atlanta, GA 30301"
248337,AA Batteries (4-pack),1, $3.84 ,9/19/2008,"739 Cedar St, Portland, OR 97035"
248338,USB-C Charging Cable,1, $11.95 ,9/19/2016,"811 12th St, Boston, MA 02215"
248339,Bose SoundSport Headphones,1, $99.99 ,9/19/2008,"723 North St, San Francisco, CA 94016"
248340,AAA Batteries (4-pack),1, $2.99 ,9/19/2013,"896 12th St, Seattle, WA 98101"
,,,,,
248341,USB-C Charging Cable,1, $11.95 ,9/19/2018,"755 5th St, Los Angeles, CA 90001"
248342,Apple Airpods Headphones,1, $150.00 ,9/19/2011,"922 Elm St, New York City, NY 10001"
248343,USB-C Charging Cable,1, $11.95 ,9/19/2024,"732 Spruce St, Atlanta, GA 30301"
248344,Wired Headphones,1, $11.99 ,9/19/2029,"749 Center St, New York City, NY 10001"
248345,USB-C Charging Cable,1, $11.95 ,9/19/2030,"853 2nd St, Atlanta, GA 30301"
248346,Lightning Charging Cable,1, $14.95 ,9/19/2006,"855 Chestnut St, Los Angeles, CA 90001"
248347,AA Batteries (4-pack),1, $3.84 ,9/19/2019,"187 8th St, New York City, NY 10001"
248348,AA Batteries (4-pack),1, $3.84 ,9/19/2025,"649 North St, San Francisco, CA 94016"
248349,Bose SoundSport Headphones,1, $99.99 ,9/19/2005,"722 12th St, Boston, MA 02215"
248350,iPhone,1, $700.00 ,9/19/2030,"717 12th St, Los Angeles, CA 90001"
248351,27in 4K Gaming Monitor,1, $389.99 ,9/19/2017,"853 Jackson St, New York City, NY 10001"
248352,Macbook Pro Laptop,1," $1,700.00 ",9/19/2018,"987 Chestnut St, New York City, NY 10001"
248353,Wired Headphones,1, $11.99 ,9/19/2011,"965 7th St, Atlanta, GA 30301"
248354,Macbook Pro Laptop,1," $1,700.00 ",9/19/2021,"514 11th St, Atlanta, GA 30301"
248355,Apple Airpods Headphones,1, $150.00 ,9/19/2023,"647 Hickory St, New York City, NY 10001"
248356,USB-C Charging Cable,2, $11.95 ,9/19/2021,"41 Main St, San Francisco, CA 94016"
248357,Lightning Charging Cable,1, $14.95 ,9/19/2027,"7 13th St, Atlanta, GA 30301"
248358,USB-C Charging Cable,1, $11.95 ,9/19/2018,"380 Park St, Portland, ME 04101"
248359,Apple Airpods Headphones,1, $150.00 ,9/19/2027,"176 Jefferson St, San Francisco, CA 94016"
248360,Bose SoundSport Headphones,2, $99.99 ,9/19/2001,"872 North St, San Francisco, CA 94016"
248361,Wired Headphones,1, $11.99 ,9/19/2001,"872 Lake St, San Francisco, CA 94016"
248362,Apple Airpods Headphones,1, $150.00 ,9/19/2026,"620 10th St, New York City, NY 10001"
248363,34in Ultrawide Monitor,1, $379.99 ,9/19/2029,"182 Maple St, Los Angeles, CA 90001"
248364,27in FHD Monitor,1, $149.99 ,9/19/2013,"535 7th St, New York City, NY 10001"
248365,Google Phone,1, $600.00 ,9/19/2004,"930 Forest St, Dallas, TX 75001"
248366,Bose SoundSport Headphones,1, $99.99 ,9/19/2029,"158 Lake St, San Francisco, CA 94016"
248367,iPhone,1, $700.00 ,9/19/2029,"31 Madison St, Atlanta, GA 30301"
248368,AAA Batteries (4-pack),3, $2.99 ,9/19/2019,"552 Hickory St, San Francisco, CA 94016"
248369,USB-C Charging Cable,1, $11.95 ,9/19/2002,"377 Hill St, Los Angeles, CA 90001"
248370,34in Ultrawide Monitor,1, $379.99 ,9/19/2007,"825 Lincoln St, Seattle, WA 98101"
248371,Wired Headphones,1, $11.99 ,9/19/2014,"378 10th St, Boston, MA 02215"
248372,Lightning Charging Cable,1, $14.95 ,9/19/2009,"906 1st St, Atlanta, GA 30301"
248373,USB-C Charging Cable,1, $11.95 ,9/19/2002,"590 Jackson St, New York City, NY 10001"
248374,AA Batteries (4-pack),1, $3.84 ,9/19/2020,"674 Elm St, San Francisco, CA 94016"
248375,AA Batteries (4-pack),2, $3.84 ,9/19/2003,"875 Wilson St, Boston, MA 02215"
248376,20in Monitor,1, $109.99 ,9/19/2022,"982 Adams St, San Francisco, CA 94016"
248377,USB-C Charging Cable,1, $11.95 ,9/19/2013,"965 Center St, Los Angeles, CA 90001"
248378,Lightning Charging Cable,1, $14.95 ,9/19/2012,"662 Walnut St, Los Angeles, CA 90001"
248379,AAA Batteries (4-pack),1, $2.99 ,9/19/2029,"244 2nd St, Portland, ME 04101"
248380,AAA Batteries (4-pack),1, $2.99 ,9/19/2028,"937 Ridge St, New York City, NY 10001"
248381,Bose SoundSport Headphones,1, $99.99 ,9/19/2029,"511 Chestnut St, San Francisco, CA 94016"
248381,34in Ultrawide Monitor,1, $379.99 ,9/19/2029,"511 Chestnut St, San Francisco, CA 94016"
248382,AAA Batteries (4-pack),1, $2.99 ,9/19/2010,"383 Meadow St, San Francisco, CA 94016"
248383,Wired Headphones,1, $11.99 ,9/19/2014,"854 Ridge St, Boston, MA 02215"
248384,20in Monitor,1, $109.99 ,9/19/2017,"202 9th St, San Francisco, CA 94016"
248385,AAA Batteries (4-pack),1, $2.99 ,9/19/2010,"488 Lakeview St, San Francisco, CA 94016"
248386,Wired Headphones,1, $11.99 ,9/19/2006,"771 Hill St, New York City, NY 10001"
248387,AAA Batteries (4-pack),1, $2.99 ,9/19/2002,"534 13th St, Los Angeles, CA 90001"
248388,Lightning Charging Cable,1, $14.95 ,9/19/2002,"508 Chestnut St, Los Angeles, CA 90001"
248389,LG Dryer,1, $600.00 ,9/19/2014,"850 5th St, San Francisco, CA 94016"
248390,Lightning Charging Cable,1, $14.95 ,9/19/2026,"181 12th St, Portland, OR 97035"
248391,Bose SoundSport Headphones,1, $99.99 ,9/19/2007,"159 1st St, San Francisco, CA 94016"
248392,Lightning Charging Cable,1, $14.95 ,9/19/2023,"492 Hickory St, Boston, MA 02215"
248393,Lightning Charging Cable,1, $14.95 ,9/19/2025,"406 Jackson St, Seattle, WA 98101"
248394,Lightning Charging Cable,3, $14.95 ,9/19/2017,"520 11th St, Dallas, TX 75001"
248395,Vareebadd Phone,1, $400.00 ,9/19/2020,"872 Pine St, New York City, NY 10001"
248396,Macbook Pro Laptop,1," $1,700.00 ",9/19/2011,"284 Madison St, New York City, NY 10001"
248397,Wired Headphones,1, $11.99 ,9/19/2027,"691 South St, New York City, NY 10001"
248398,USB-C Charging Cable,1, $11.95 ,9/19/2001,"259 4th St, San Francisco, CA 94016"
248399,AA Batteries (4-pack),2, $3.84 ,9/19/2028,"512 Spruce St, New York City, NY 10001"
248400,Apple Airpods Headphones,1, $150.00 ,9/19/2022,"335 Sunset St, Austin, TX 73301"
248401,27in FHD Monitor,1, $149.99 ,9/19/2001,"514 6th St, Seattle, WA 98101"
248402,Lightning Charging Cable,1, $14.95 ,9/19/2018,"756 Sunset St, Atlanta, GA 30301"
248403,Wired Headphones,2, $11.99 ,9/19/2021,"972 Main St, San Francisco, CA 94016"
248404,AA Batteries (4-pack),1, $3.84 ,9/19/2017,"9 South St, Dallas, TX 75001"
248405,AA Batteries (4-pack),1, $3.84 ,9/19/2005,"337 Adams St, New York City, NY 10001"
248406,34in Ultrawide Monitor,1, $379.99 ,9/19/2005,"631 Highland St, Los Angeles, CA 90001"
248407,iPhone,1, $700.00 ,9/19/2022,"18 Park St, Seattle, WA 98101"
248407,Lightning Charging Cable,1, $14.95 ,9/19/2022,"18 Park St, Seattle, WA 98101"
248407,Apple Airpods Headphones,1, $150.00 ,9/19/2022,"18 Park St, Seattle, WA 98101"
248408,AAA Batteries (4-pack),1, $2.99 ,9/19/2017,"412 Meadow St, Boston, MA 02215"
248409,USB-C Charging Cable,1, $11.95 ,9/19/2008,"925 6th St, Austin, TX 73301"
248410,Wired Headphones,1, $11.99 ,9/19/2020,"340 Madison St, Austin, TX 73301"
248411,Flatscreen TV,1, $300.00 ,9/19/2026,"112 13th St, Boston, MA 02215"
248412,Apple Airpods Headphones,1, $150.00 ,9/19/2003,"155 Highland St, Portland, OR 97035"
248413,Macbook Pro Laptop,1," $1,700.00 ",9/19/2007,"633 West St, Atlanta, GA 30301"
248414,AA Batteries (4-pack),1, $3.84 ,9/19/2005,"607 5th St, Portland, OR 97035"
248415,Lightning Charging Cable,1, $14.95 ,9/19/2025,"893 Forest St, New York City, NY 10001"
248416,Lightning Charging Cable,1, $14.95 ,9/19/2006,"183 Lakeview St, Atlanta, GA 30301"
